sale_price,created_at,category,gender
0.0199999995529651,2023-07-22 23:39:21.000000 UTC,Accessories,F
0.0199999995529651,2024-09-16 11:55:28.000000 UTC,Accessories,F
0.0199999995529651,2025-10-12 11:33:27.000000 UTC,Accessories,F
0.0199999995529651,2025-05-24 17:38:11.000000 UTC,Accessories,F
0.0199999995529651,2023-11-24 18:42:07.000000 UTC,Accessories,F
0.0199999995529651,2025-10-29 00:41:31.000000 UTC,Accessories,F
0.0199999995529651,2025-02-07 03:52:23.000000 UTC,Accessories,F
0.0199999995529651,2024-08-23 11:25:16.000000 UTC,Accessories,F
0.49000000953674311,2024-09-19 10:27:55.000000 UTC,Accessories,F
0.49000000953674311,2025-07-30 18:58:08.000000 UTC,Accessories,F
0.49000000953674311,2024-04-23 19:06:49.000000 UTC,Accessories,F
0.49000000953674311,2023-06-15 02:27:47.000000 UTC,Accessories,F
1.5,2021-09-13 10:40:51.000000 UTC,Accessories,M
1.5,2020-11-27 01:31:03.000000 UTC,Accessories,F
1.5,2025-12-05 01:39:18.000000 UTC,Accessories,M
1.5,2026-03-03 21:42:26.846967 UTC,Accessories,M
1.5,2024-06-08 19:33:53.000000 UTC,Accessories,F
1.5,2026-01-13 17:41:18.000000 UTC,Accessories,M
1.5099999904632568,2024-03-03 11:49:41.000000 UTC,Accessories,F
1.5099999904632568,2022-08-01 07:11:28.000000 UTC,Accessories,F
1.5099999904632568,2025-07-08 06:00:21.000000 UTC,Accessories,F
1.5099999904632568,2025-05-24 19:16:00.000000 UTC,Accessories,F
1.7200000286102295,2025-08-06 08:28:00.000000 UTC,Accessories,F
1.7200000286102295,2026-02-13 19:51:02.000000 UTC,Accessories,F
1.7200000286102295,2026-02-11 21:20:09.000000 UTC,Accessories,F
1.7200000286102295,2023-05-26 04:35:19.000000 UTC,Accessories,F
1.7200000286102295,2025-09-15 15:37:50.000000 UTC,Accessories,F
1.7200000286102295,2026-02-21 07:29:26.000000 UTC,Accessories,F
1.75,2025-03-08 15:21:17.000000 UTC,Intimates,F
1.75,2024-10-12 15:03:01.000000 UTC,Intimates,F
1.75,2023-02-14 14:07:12.000000 UTC,Intimates,F
1.75,2025-06-04 14:24:13.000000 UTC,Intimates,F
1.75,2025-09-24 05:43:32.000000 UTC,Intimates,F
1.8200000524520876,2024-09-06 08:03:17.000000 UTC,Plus,F
1.8200000524520876,2023-01-16 18:08:33.000000 UTC,Plus,F
1.8200000524520876,2021-08-13 20:13:31.000000 UTC,Plus,F
1.8200000524520876,2023-09-07 13:54:44.000000 UTC,Accessories,F
1.8200000524520876,2025-12-21 19:03:38.000000 UTC,Plus,F
1.8200000524520876,2024-06-10 19:38:54.000000 UTC,Plus,F
1.8200000524520876,2025-12-29 20:33:26.000000 UTC,Plus,F
1.8200000524520876,2026-02-19 06:56:30.000000 UTC,Accessories,F
1.8200000524520876,2020-04-29 02:58:46.000000 UTC,Plus,F
1.8200000524520876,2021-11-05 15:05:32.000000 UTC,Accessories,F
1.8200000524520876,2024-11-10 12:03:43.000000 UTC,Accessories,F
1.8200000524520876,2023-06-30 03:36:30.000000 UTC,Plus,F
1.8200000524520876,2023-06-12 02:14:03.000000 UTC,Plus,F
1.8200000524520876,2025-05-13 14:47:18.000000 UTC,Plus,F
1.8200000524520876,2026-02-22 12:26:29.000000 UTC,Accessories,F
1.8200000524520876,2022-10-30 02:50:02.000000 UTC,Plus,F
1.8200000524520876,2024-02-01 02:30:12.000000 UTC,Accessories,F
1.950000047683716,2025-08-05 05:42:26.000000 UTC,Socks & Hosiery,F
1.950000047683716,2023-07-10 11:36:52.000000 UTC,Socks & Hosiery,F
1.950000047683716,2024-03-28 10:26:26.000000 UTC,Socks & Hosiery,F
1.950000047683716,2025-10-28 14:46:10.000000 UTC,Active,F
1.950000047683716,2024-12-14 06:45:22.000000 UTC,Socks & Hosiery,F
1.950000047683716,2024-05-23 18:20:20.000000 UTC,Socks & Hosiery,F
1.950000047683716,2025-04-13 20:36:14.000000 UTC,Active,F
1.950000047683716,2022-03-28 23:33:54.000000 UTC,Socks & Hosiery,F
1.950000047683716,2022-09-20 21:52:29.000000 UTC,Socks & Hosiery,F
1.950000047683716,2022-06-09 01:20:13.000000 UTC,Socks & Hosiery,F
1.950000047683716,2026-02-26 23:25:06.000000 UTC,Socks & Hosiery,F
1.950000047683716,2026-02-27 23:11:08.000000 UTC,Active,F
1.950000047683716,2025-02-23 09:58:41.000000 UTC,Active,F
